Id;Email;Intereses
1874;javier.gil+ejercicio1874@nateevo.com;Real Betis
1875;javier.gil+ejercicio1875@nateevo.com;Osasuna
1876;javier.gil+ejercicio1876@nateevo.com;Real Madrid
1877;javier.gil+ejercicio1877@nateevo.com;Osasuna
1878;javier.gil+ejercicio1878@nateevo.com;Real Sociedad
1879;javier.gil+ejercicio1879@nateevo.com;Valencia
1880;javier.gil+ejercicio1880@nateevo.com;Celta de Vigo
1881;javier.gil+ejercicio1881@nateevo.com;Getafe
1882;javier.gil+ejercicio1882@nateevo.com;Cadiz
1883;javier.gil+ejercicio1883@nateevo.com;Atletico de Madrid
1884;javier.gil+ejercicio1884@nateevo.com;Granada
1885;javier.gil+ejercicio1885@nateevo.com;Cadiz
1886;javier.gil+ejercicio1886@nateevo.com;Cadiz
1887;javier.gil+ejercicio1887@nateevo.com;Cadiz
1888;javier.gil+ejercicio1888@nateevo.com;Sevilla
1889;javier.gil+ejercicio1889@nateevo.com;Villarreal
1890;javier.gil+ejercicio1890@nateevo.com;Real Sociedad
1891;javier.gil+ejercicio1891@nateevo.com;Almeria
1892;javier.gil+ejercicio1892@nateevo.com;Atletico de Madrid
1893;javier.gil+ejercicio1893@nateevo.com;Almeria
1894;javier.gil+ejercicio1894@nateevo.com;Real Madrid
1895;javier.gil+ejercicio1895@nateevo.com;Deportivo Alaves
1896;javier.gil+ejercicio1896@nateevo.com;Las Palmas
1897;javier.gil+ejercicio1897@nateevo.com;Almeria
1898;javier.gil+ejercicio1898@nateevo.com;Real Betis
1899;javier.gil+ejercicio1899@nateevo.com;Real Betis
1900;javier.gil+ejercicio1900@nateevo.com;Atletico de Madrid
1901;javier.gil+ejercicio1901@nateevo.com;Athletic Club
1902;javier.gil+ejercicio1902@nateevo.com;Granada
1903;javier.gil+ejercicio1903@nateevo.com;Las Palmas
1904;javier.gil+ejercicio1904@nateevo.com;Real Betis
1905;javier.gil+ejercicio1905@nateevo.com;Valencia
1906;javier.gil+ejercicio1906@nateevo.com;Real Mallorca
1907;javier.gil+ejercicio1907@nateevo.com;Almeria
1908;javier.gil+ejercicio1908@nateevo.com;Girona
1909;javier.gil+ejercicio1909@nateevo.com;Getafe
1910;javier.gil+ejercicio1910@nateevo.com;Villarreal
1911;javier.gil+ejercicio1911@nateevo.com;Villarreal
1912;javier.gil+ejercicio1912@nateevo.com;Granada
1913;javier.gil+ejercicio1913@nateevo.com;Girona
1914;javier.gil+ejercicio1914@nateevo.com;Las Palmas
1915;javier.gil+ejercicio1915@nateevo.com;Real Mallorca
1916;javier.gil+ejercicio1916@nateevo.com;Rayo Vallecano
1917;javier.gil+ejercicio1917@nateevo.com;Las Palmas
1918;javier.gil+ejercicio1918@nateevo.com;Getafe
1919;javier.gil+ejercicio1919@nateevo.com;Real Mallorca
1920;javier.gil+ejercicio1920@nateevo.com;Granada
1921;javier.gil+ejercicio1921@nateevo.com;Sevilla
1922;javier.gil+ejercicio1922@nateevo.com;Cadiz
1923;javier.gil+ejercicio1923@nateevo.com;Osasuna
1924;javier.gil+ejercicio1924@nateevo.com;Real Betis
1925;javier.gil+ejercicio1925@nateevo.com;Las Palmas
1926;javier.gil+ejercicio1926@nateevo.com;Getafe
1927;javier.gil+ejercicio1927@nateevo.com;Getafe
1928;javier.gil+ejercicio1928@nateevo.com;Real Sociedad
1929;javier.gil+ejercicio1929@nateevo.com;Real Sociedad
1930;javier.gil+ejercicio1930@nateevo.com;Celta de Vigo
1931;javier.gil+ejercicio1931@nateevo.com;Getafe
1932;javier.gil+ejercicio1932@nateevo.com;Granada
1933;javier.gil+ejercicio1933@nateevo.com;Celta de Vigo
1934;javier.gil+ejercicio1934@nateevo.com;Cadiz
1935;javier.gil+ejercicio1935@nateevo.com;Real Betis
1936;javier.gil+ejercicio1936@nateevo.com;Real Sociedad
1937;javier.gil+ejercicio1937@nateevo.com;Getafe
1938;javier.gil+ejercicio1938@nateevo.com;Athletic Club
1939;javier.gil+ejercicio1939@nateevo.com;Celta de Vigo
1940;javier.gil+ejercicio1940@nateevo.com;Rayo Vallecano
1941;javier.gil+ejercicio1941@nateevo.com;Athletic Club
1942;javier.gil+ejercicio1942@nateevo.com;Real Sociedad
1943;javier.gil+ejercicio1943@nateevo.com;Real Betis
1944;javier.gil+ejercicio1944@nateevo.com;Sevilla
1945;javier.gil+ejercicio1945@nateevo.com;Athletic Club
1946;javier.gil+ejercicio1946@nateevo.com;Rayo Vallecano
1947;javier.gil+ejercicio1947@nateevo.com;Girona
1948;javier.gil+ejercicio1948@nateevo.com;Rayo Vallecano
1949;javier.gil+ejercicio1949@nateevo.com;Almeria
1950;javier.gil+ejercicio1950@nateevo.com;Sevilla
1951;javier.gil+ejercicio1951@nateevo.com;Real Betis
1952;javier.gil+ejercicio1952@nateevo.com;Cadiz
1953;javier.gil+ejercicio1953@nateevo.com;Real Mallorca
1954;javier.gil+ejercicio1954@nateevo.com;Getafe
1955;javier.gil+ejercicio1955@nateevo.com;Girona
1956;javier.gil+ejercicio1956@nateevo.com;Atletico de Madrid
1957;javier.gil+ejercicio1957@nateevo.com;FC Barcelona
1958;javier.gil+ejercicio1958@nateevo.com;Getafe
1959;javier.gil+ejercicio1959@nateevo.com;FC Barcelona
1960;javier.gil+ejercicio1960@nateevo.com;Celta de Vigo
1961;javier.gil+ejercicio1961@nateevo.com;Las Palmas
1962;javier.gil+ejercicio1962@nateevo.com;Celta de Vigo
1963;javier.gil+ejercicio1963@nateevo.com;Athletic Club
1964;javier.gil+ejercicio1964@nateevo.com;Real Mallorca
1965;javier.gil+ejercicio1965@nateevo.com;Granada
1966;javier.gil+ejercicio1966@nateevo.com;Villarreal
1967;javier.gil+ejercicio1967@nateevo.com;Real Mallorca
1968;javier.gil+ejercicio1968@nateevo.com;Real Madrid
1969;javier.gil+ejercicio1969@nateevo.com;Real Sociedad
1970;javier.gil+ejercicio1970@nateevo.com;Granada
1971;javier.gil+ejercicio1971@nateevo.com;Real Sociedad
1972;javier.gil+ejercicio1972@nateevo.com;Athletic Club
1973;javier.gil+ejercicio1973@nateevo.com;Getafe
1974;javier.gil+ejercicio1974@nateevo.com;Cadiz
1975;javier.gil+ejercicio1975@nateevo.com;Cadiz
1976;javier.gil+ejercicio1976@nateevo.com;Sevilla
1977;javier.gil+ejercicio1977@nateevo.com;Las Palmas
1978;javier.gil+ejercicio1978@nateevo.com;Las Palmas
1979;javier.gil+ejercicio1979@nateevo.com;Deportivo Alaves
1980;javier.gil+ejercicio1980@nateevo.com;Sevilla
1981;javier.gil+ejercicio1981@nateevo.com;Villarreal
1982;javier.gil+ejercicio1982@nateevo.com;Real Sociedad
1983;javier.gil+ejercicio1983@nateevo.com;Deportivo Alaves
1984;javier.gil+ejercicio1984@nateevo.com;Valencia
1985;javier.gil+ejercicio1985@nateevo.com;Getafe
1986;javier.gil+ejercicio1986@nateevo.com;Rayo Vallecano
1987;javier.gil+ejercicio1987@nateevo.com;Athletic Club
1988;javier.gil+ejercicio1988@nateevo.com;Villarreal
1989;javier.gil+ejercicio1989@nateevo.com;Villarreal
1990;javier.gil+ejercicio1990@nateevo.com;Real Madrid
1991;javier.gil+ejercicio1991@nateevo.com;Real Madrid
1992;javier.gil+ejercicio1992@nateevo.com;Real Madrid
1993;javier.gil+ejercicio1993@nateevo.com;Deportivo Alaves
1994;javier.gil+ejercicio1994@nateevo.com;Sevilla
1995;javier.gil+ejercicio1995@nateevo.com;Real Betis
1996;javier.gil+ejercicio1996@nateevo.com;Real Betis
1997;javier.gil+ejercicio1997@nateevo.com;Getafe
1998;javier.gil+ejercicio1998@nateevo.com;Athletic Club
1999;javier.gil+ejercicio1999@nateevo.com;Rayo Vallecano
2000;javier.gil+ejercicio2000@nateevo.com;Atletico de Madrid
2001;javier.gil+ejercicio2001@nateevo.com;Sevilla
2002;javier.gil+ejercicio2002@nateevo.com;FC Barcelona
2003;javier.gil+ejercicio2003@nateevo.com;Getafe
2004;javier.gil+ejercicio2004@nateevo.com;Granada
2005;javier.gil+ejercicio2005@nateevo.com;Athletic Club
2006;javier.gil+ejercicio2006@nateevo.com;Almeria
2007;javier.gil+ejercicio2007@nateevo.com;Cadiz
2008;javier.gil+ejercicio2008@nateevo.com;Osasuna
2009;javier.gil+ejercicio2009@nateevo.com;Girona
2010;javier.gil+ejercicio2010@nateevo.com;Atletico de Madrid
2011;javier.gil+ejercicio2011@nateevo.com;Osasuna
2012;javier.gil+ejercicio2012@nateevo.com;Rayo Vallecano
2013;javier.gil+ejercicio2013@nateevo.com;Girona
2014;javier.gil+ejercicio2014@nateevo.com;FC Barcelona
2015;javier.gil+ejercicio2015@nateevo.com;Villarreal
2016;javier.gil+ejercicio2016@nateevo.com;Real Madrid
2017;javier.gil+ejercicio2017@nateevo.com;Atletico de Madrid
2018;javier.gil+ejercicio2018@nateevo.com;Rayo Vallecano
2019;javier.gil+ejercicio2019@nateevo.com;Osasuna
2020;javier.gil+ejercicio2020@nateevo.com;Celta de Vigo
2021;javier.gil+ejercicio2021@nateevo.com;Almeria
2022;javier.gil+ejercicio2022@nateevo.com;Real Mallorca
2023;javier.gil+ejercicio2023@nateevo.com;Deportivo Alaves
2024;javier.gil+ejercicio2024@nateevo.com;Deportivo Alaves
2025;javier.gil+ejercicio2025@nateevo.com;Almeria
2026;javier.gil+ejercicio2026@nateevo.com;FC Barcelona
2027;javier.gil+ejercicio2027@nateevo.com;Valencia
2028;javier.gil+ejercicio2028@nateevo.com;Girona
2029;javier.gil+ejercicio2029@nateevo.com;Sevilla
2030;javier.gil+ejercicio2030@nateevo.com;Osasuna
2031;javier.gil+ejercicio2031@nateevo.com;Real Betis
2032;javier.gil+ejercicio2032@nateevo.com;Real Mallorca
2033;javier.gil+ejercicio2033@nateevo.com;Athletic Club
2034;javier.gil+ejercicio2034@nateevo.com;Cadiz
2035;javier.gil+ejercicio2035@nateevo.com;Almeria
2036;javier.gil+ejercicio2036@nateevo.com;Granada
2037;javier.gil+ejercicio2037@nateevo.com;Rayo Vallecano
2038;javier.gil+ejercicio2038@nateevo.com;Osasuna
2039;javier.gil+ejercicio2039@nateevo.com;Getafe
2040;javier.gil+ejercicio2040@nateevo.com;Las Palmas
2041;javier.gil+ejercicio2041@nateevo.com;Real Betis
2042;javier.gil+ejercicio2042@nateevo.com;Getafe
2043;javier.gil+ejercicio2043@nateevo.com;Athletic Club
2044;javier.gil+ejercicio2044@nateevo.com;Athletic Club
2045;javier.gil+ejercicio2045@nateevo.com;Osasuna
2046;javier.gil+ejercicio2046@nateevo.com;Celta de Vigo
2047;javier.gil+ejercicio2047@nateevo.com;Las Palmas
2048;javier.gil+ejercicio2048@nateevo.com;Celta de Vigo
2049;javier.gil+ejercicio2049@nateevo.com;Granada
2050;javier.gil+ejercicio2050@nateevo.com;Getafe
2051;javier.gil+ejercicio2051@nateevo.com;Real Sociedad
2052;javier.gil+ejercicio2052@nateevo.com;Celta de Vigo
2053;javier.gil+ejercicio2053@nateevo.com;Almeria
2054;javier.gil+ejercicio2054@nateevo.com;Girona
2055;javier.gil+ejercicio2055@nateevo.com;Sevilla
2056;javier.gil+ejercicio2056@nateevo.com;Real Mallorca
2057;javier.gil+ejercicio2057@nateevo.com;Girona
2058;javier.gil+ejercicio2058@nateevo.com;Las Palmas
2059;javier.gil+ejercicio2059@nateevo.com;Getafe
2060;javier.gil+ejercicio2060@nateevo.com;Las Palmas
2061;javier.gil+ejercicio2061@nateevo.com;Atletico de Madrid
2062;javier.gil+ejercicio2062@nateevo.com;Real Betis
2063;javier.gil+ejercicio2063@nateevo.com;Real Mallorca
2064;javier.gil+ejercicio2064@nateevo.com;Cadiz
2065;javier.gil+ejercicio2065@nateevo.com;Osasuna
2066;javier.gil+ejercicio2066@nateevo.com;Villarreal
2067;javier.gil+ejercicio2067@nateevo.com;Osasuna
2068;javier.gil+ejercicio2068@nateevo.com;Rayo Vallecano
2069;javier.gil+ejercicio2069@nateevo.com;Valencia
2070;javier.gil+ejercicio2070@nateevo.com;Girona
2071;javier.gil+ejercicio2071@nateevo.com;Osasuna
2072;javier.gil+ejercicio2072@nateevo.com;Cadiz
2073;javier.gil+ejercicio2073@nateevo.com;Getafe
2074;javier.gil+ejercicio2074@nateevo.com;Atletico de Madrid
2075;javier.gil+ejercicio2075@nateevo.com;Athletic Club
2076;javier.gil+ejercicio2076@nateevo.com;Villarreal
2077;javier.gil+ejercicio2077@nateevo.com;Rayo Vallecano
2078;javier.gil+ejercicio2078@nateevo.com;Getafe
2079;javier.gil+ejercicio2079@nateevo.com;Real Sociedad
2080;javier.gil+ejercicio2080@nateevo.com;Real Mallorca
2081;javier.gil+ejercicio2081@nateevo.com;Girona
2082;javier.gil+ejercicio2082@nateevo.com;Deportivo Alaves
2083;javier.gil+ejercicio2083@nateevo.com;Almeria
2084;javier.gil+ejercicio2084@nateevo.com;Atletico de Madrid
2085;javier.gil+ejercicio2085@nateevo.com;Granada
2086;javier.gil+ejercicio2086@nateevo.com;Almeria
2087;javier.gil+ejercicio2087@nateevo.com;Almeria
2088;javier.gil+ejercicio2088@nateevo.com;Valencia
2089;javier.gil+ejercicio2089@nateevo.com;Getafe
2090;javier.gil+ejercicio2090@nateevo.com;Real Mallorca
2091;javier.gil+ejercicio2091@nateevo.com;Girona
2092;javier.gil+ejercicio2092@nateevo.com;Athletic Club
2093;javier.gil+ejercicio2093@nateevo.com;Real Mallorca
2094;javier.gil+ejercicio2094@nateevo.com;Deportivo Alaves
2095;javier.gil+ejercicio2095@nateevo.com;Villarreal
2096;javier.gil+ejercicio2096@nateevo.com;Getafe
2097;javier.gil+ejercicio2097@nateevo.com;Atletico de Madrid
2098;javier.gil+ejercicio2098@nateevo.com;Villarreal
2099;javier.gil+ejercicio2099@nateevo.com;Deportivo Alaves
2100;javier.gil+ejercicio2100@nateevo.com;Celta de Vigo
2101;javier.gil+ejercicio2101@nateevo.com;Celta de Vigo
2102;javier.gil+ejercicio2102@nateevo.com;Real Madrid
2103;javier.gil+ejercicio2103@nateevo.com;Villarreal
2104;javier.gil+ejercicio2104@nateevo.com;Atletico de Madrid
2105;javier.gil+ejercicio2105@nateevo.com;Villarreal
2106;javier.gil+ejercicio2106@nateevo.com;Athletic Club
2107;javier.gil+ejercicio2107@nateevo.com;Villarreal
2108;javier.gil+ejercicio2108@nateevo.com;Valencia
2109;javier.gil+ejercicio2109@nateevo.com;Real Betis
2110;javier.gil+ejercicio2110@nateevo.com;Sevilla
2111;javier.gil+ejercicio2111@nateevo.com;Valencia
2112;javier.gil+ejercicio2112@nateevo.com;Villarreal
2113;javier.gil+ejercicio2113@nateevo.com;Valencia
2114;javier.gil+ejercicio2114@nateevo.com;Cadiz
2115;javier.gil+ejercicio2115@nateevo.com;Villarreal
2116;javier.gil+ejercicio2116@nateevo.com;Athletic Club
2117;javier.gil+ejercicio2117@nateevo.com;Girona
2118;javier.gil+ejercicio2118@nateevo.com;Osasuna
2119;javier.gil+ejercicio2119@nateevo.com;Girona
2120;javier.gil+ejercicio2120@nateevo.com;Real Sociedad
2121;javier.gil+ejercicio2121@nateevo.com;Osasuna
2122;javier.gil+ejercicio2122@nateevo.com;Sevilla
2123;javier.gil+ejercicio2123@nateevo.com;Real Betis
2124;javier.gil+ejercicio2124@nateevo.com;Villarreal
2125;javier.gil+ejercicio2125@nateevo.com;Real Mallorca
2126;javier.gil+ejercicio2126@nateevo.com;Girona
2127;javier.gil+ejercicio2127@nateevo.com;Rayo Vallecano
2128;javier.gil+ejercicio2128@nateevo.com;Rayo Vallecano
2129;javier.gil+ejercicio2129@nateevo.com;Las Palmas
2130;javier.gil+ejercicio2130@nateevo.com;Athletic Club
2131;javier.gil+ejercicio2131@nateevo.com;Deportivo Alaves
2132;javier.gil+ejercicio2132@nateevo.com;Getafe
2133;javier.gil+ejercicio2133@nateevo.com;Girona
2134;javier.gil+ejercicio2134@nateevo.com;Deportivo Alaves
2135;javier.gil+ejercicio2135@nateevo.com;Almeria
2136;javier.gil+ejercicio2136@nateevo.com;Celta de Vigo
2137;javier.gil+ejercicio2137@nateevo.com;Almeria
2138;javier.gil+ejercicio2138@nateevo.com;Real Mallorca
2139;javier.gil+ejercicio2139@nateevo.com;Getafe
2140;javier.gil+ejercicio2140@nateevo.com;Las Palmas
2141;javier.gil+ejercicio2141@nateevo.com;Rayo Vallecano
2142;javier.gil+ejercicio2142@nateevo.com;Deportivo Alaves
2143;javier.gil+ejercicio2143@nateevo.com;Osasuna
2144;javier.gil+ejercicio2144@nateevo.com;Osasuna
2145;javier.gil+ejercicio2145@nateevo.com;Villarreal
2146;javier.gil+ejercicio2146@nateevo.com;Celta de Vigo
2147;javier.gil+ejercicio2147@nateevo.com;Valencia
2148;javier.gil+ejercicio2148@nateevo.com;Sevilla
2149;javier.gil+ejercicio2149@nateevo.com;FC Barcelona
2150;javier.gil+ejercicio2150@nateevo.com;Sevilla
2151;javier.gil+ejercicio2151@nateevo.com;Sevilla
2152;javier.gil+ejercicio2152@nateevo.com;Real Sociedad
2153;javier.gil+ejercicio2153@nateevo.com;Real Mallorca
2154;javier.gil+ejercicio2154@nateevo.com;Cadiz
2155;javier.gil+ejercicio2155@nateevo.com;Valencia
2156;javier.gil+ejercicio2156@nateevo.com;Real Madrid
2157;javier.gil+ejercicio2157@nateevo.com;Atletico de Madrid
2158;javier.gil+ejercicio2158@nateevo.com;Athletic Club
2159;javier.gil+ejercicio2159@nateevo.com;Cadiz
2160;javier.gil+ejercicio2160@nateevo.com;Cadiz
2161;javier.gil+ejercicio2161@nateevo.com;Almeria
2162;javier.gil+ejercicio2162@nateevo.com;Valencia
2163;javier.gil+ejercicio2163@nateevo.com;Deportivo Alaves
2164;javier.gil+ejercicio2164@nateevo.com;Getafe
2165;javier.gil+ejercicio2165@nateevo.com;Las Palmas
2166;javier.gil+ejercicio2166@nateevo.com;Real Madrid
2167;javier.gil+ejercicio2167@nateevo.com;Deportivo Alaves
2168;javier.gil+ejercicio2168@nateevo.com;Almeria
2169;javier.gil+ejercicio2169@nateevo.com;Getafe
2170;javier.gil+ejercicio2170@nateevo.com;Girona
2171;javier.gil+ejercicio2171@nateevo.com;Atletico de Madrid
2172;javier.gil+ejercicio2172@nateevo.com;Real Madrid
2173;javier.gil+ejercicio2173@nateevo.com;Las Palmas
2174;javier.gil+ejercicio2174@nateevo.com;Celta de Vigo
2175;javier.gil+ejercicio2175@nateevo.com;Celta de Vigo
2176;javier.gil+ejercicio2176@nateevo.com;Sevilla
2177;javier.gil+ejercicio2177@nateevo.com;Almeria
2178;javier.gil+ejercicio2178@nateevo.com;Valencia
2179;javier.gil+ejercicio2179@nateevo.com;Osasuna
2180;javier.gil+ejercicio2180@nateevo.com;Real Sociedad
2181;javier.gil+ejercicio2181@nateevo.com;Deportivo Alaves
2182;javier.gil+ejercicio2182@nateevo.com;Real Madrid
2183;javier.gil+ejercicio2183@nateevo.com;Celta de Vigo
2184;javier.gil+ejercicio2184@nateevo.com;Real Madrid
2185;javier.gil+ejercicio2185@nateevo.com;Celta de Vigo
2186;javier.gil+ejercicio2186@nateevo.com;Almeria
2187;javier.gil+ejercicio2187@nateevo.com;Almeria
2188;javier.gil+ejercicio2188@nateevo.com;Real Sociedad
2189;javier.gil+ejercicio2189@nateevo.com;Rayo Vallecano
2190;javier.gil+ejercicio2190@nateevo.com;Valencia
2191;javier.gil+ejercicio2191@nateevo.com;Villarreal
2192;javier.gil+ejercicio2192@nateevo.com;Rayo Vallecano
2193;javier.gil+ejercicio2193@nateevo.com;Getafe
2194;javier.gil+ejercicio2194@nateevo.com;Girona
2195;javier.gil+ejercicio2195@nateevo.com;Las Palmas
2196;javier.gil+ejercicio2196@nateevo.com;Cadiz
2197;javier.gil+ejercicio2197@nateevo.com;Real Sociedad
2198;javier.gil+ejercicio2198@nateevo.com;Real Mallorca
2199;javier.gil+ejercicio2199@nateevo.com;Osasuna
2200;javier.gil+ejercicio2200@nateevo.com;FC Barcelona
2201;javier.gil+ejercicio2201@nateevo.com;Osasuna
2202;javier.gil+ejercicio2202@nateevo.com;Rayo Vallecano
2203;javier.gil+ejercicio2203@nateevo.com;Deportivo Alaves
2204;javier.gil+ejercicio2204@nateevo.com;Deportivo Alaves
2205;javier.gil+ejercicio2205@nateevo.com;Real Madrid
2206;javier.gil+ejercicio2206@nateevo.com;Sevilla
2207;javier.gil+ejercicio2207@nateevo.com;Cadiz
2208;javier.gil+ejercicio2208@nateevo.com;Getafe
2209;javier.gil+ejercicio2209@nateevo.com;Osasuna
2210;javier.gil+ejercicio2210@nateevo.com;Getafe
2211;javier.gil+ejercicio2211@nateevo.com;Real Madrid
2212;javier.gil+ejercicio2212@nateevo.com;Real Sociedad
2213;javier.gil+ejercicio2213@nateevo.com;Valencia
2214;javier.gil+ejercicio2214@nateevo.com;Real Madrid
2215;javier.gil+ejercicio2215@nateevo.com;Rayo Vallecano
2216;javier.gil+ejercicio2216@nateevo.com;Girona
2217;javier.gil+ejercicio2217@nateevo.com;Celta de Vigo
2218;javier.gil+ejercicio2218@nateevo.com;Athletic Club
2219;javier.gil+ejercicio2219@nateevo.com;Real Sociedad
2220;javier.gil+ejercicio2220@nateevo.com;Girona
2221;javier.gil+ejercicio2221@nateevo.com;Osasuna
2222;javier.gil+ejercicio2222@nateevo.com;Celta de Vigo
2223;javier.gil+ejercicio2223@nateevo.com;Osasuna
2224;javier.gil+ejercicio2224@nateevo.com;Getafe
2225;javier.gil+ejercicio2225@nateevo.com;Osasuna
2226;javier.gil+ejercicio2226@nateevo.com;Sevilla
2227;javier.gil+ejercicio2227@nateevo.com;Real Madrid
2228;javier.gil+ejercicio2228@nateevo.com;Osasuna
2229;javier.gil+ejercicio2229@nateevo.com;Villarreal
2230;javier.gil+ejercicio2230@nateevo.com;Athletic Club
2231;javier.gil+ejercicio2231@nateevo.com;Real Madrid
2232;javier.gil+ejercicio2232@nateevo.com;Celta de Vigo
2233;javier.gil+ejercicio2233@nateevo.com;Valencia
2234;javier.gil+ejercicio2234@nateevo.com;Almeria
2235;javier.gil+ejercicio2235@nateevo.com;Villarreal
2236;javier.gil+ejercicio2236@nateevo.com;Granada
2237;javier.gil+ejercicio2237@nateevo.com;Almeria
2238;javier.gil+ejercicio2238@nateevo.com;Getafe
2239;javier.gil+ejercicio2239@nateevo.com;Celta de Vigo
2240;javier.gil+ejercicio2240@nateevo.com;Las Palmas
2241;javier.gil+ejercicio2241@nateevo.com;Atletico de Madrid
2242;javier.gil+ejercicio2242@nateevo.com;Rayo Vallecano
2243;javier.gil+ejercicio2243@nateevo.com;Athletic Club
2244;javier.gil+ejercicio2244@nateevo.com;Sevilla
2245;javier.gil+ejercicio2245@nateevo.com;Getafe
2246;javier.gil+ejercicio2246@nateevo.com;Real Sociedad
2247;javier.gil+ejercicio2247@nateevo.com;Celta de Vigo
2248;javier.gil+ejercicio2248@nateevo.com;Celta de Vigo
2249;javier.gil+ejercicio2249@nateevo.com;FC Barcelona
2250;javier.gil+ejercicio2250@nateevo.com;Osasuna
2251;javier.gil+ejercicio2251@nateevo.com;Real Sociedad
2252;javier.gil+ejercicio2252@nateevo.com;Cadiz
2253;javier.gil+ejercicio2253@nateevo.com;Sevilla
2254;javier.gil+ejercicio2254@nateevo.com;Las Palmas
2255;javier.gil+ejercicio2255@nateevo.com;Cadiz
2256;javier.gil+ejercicio2256@nateevo.com;Valencia
2257;javier.gil+ejercicio2257@nateevo.com;Osasuna
2258;javier.gil+ejercicio2258@nateevo.com;Athletic Club
2259;javier.gil+ejercicio2259@nateevo.com;Athletic Club
2260;javier.gil+ejercicio2260@nateevo.com;Getafe
2261;javier.gil+ejercicio2261@nateevo.com;Sevilla
2262;javier.gil+ejercicio2262@nateevo.com;Osasuna
2263;javier.gil+ejercicio2263@nateevo.com;Real Mallorca
2264;javier.gil+ejercicio2264@nateevo.com;Girona
2265;javier.gil+ejercicio2265@nateevo.com;Celta de Vigo
2266;javier.gil+ejercicio2266@nateevo.com;Real Betis
2267;javier.gil+ejercicio2267@nateevo.com;Real Betis
2268;javier.gil+ejercicio2268@nateevo.com;Atletico de Madrid
2269;javier.gil+ejercicio2269@nateevo.com;Real Sociedad
2270;javier.gil+ejercicio2270@nateevo.com;Real Betis
2271;javier.gil+ejercicio2271@nateevo.com;Athletic Club
2272;javier.gil+ejercicio2272@nateevo.com;Valencia
2273;javier.gil+ejercicio2273@nateevo.com;Deportivo Alaves
2274;javier.gil+ejercicio2274@nateevo.com;Las Palmas
2275;javier.gil+ejercicio2275@nateevo.com;Athletic Club
2276;javier.gil+ejercicio2276@nateevo.com;Cadiz
2277;javier.gil+ejercicio2277@nateevo.com;Almeria
2278;javier.gil+ejercicio2278@nateevo.com;Deportivo Alaves
2279;javier.gil+ejercicio2279@nateevo.com;Sevilla
2280;javier.gil+ejercicio2280@nateevo.com;Sevilla
2281;javier.gil+ejercicio2281@nateevo.com;Girona
2282;javier.gil+ejercicio2282@nateevo.com;Villarreal
2283;javier.gil+ejercicio2283@nateevo.com;Real Mallorca
2284;javier.gil+ejercicio2284@nateevo.com;Rayo Vallecano
2285;javier.gil+ejercicio2285@nateevo.com;Celta de Vigo
2286;javier.gil+ejercicio2286@nateevo.com;Almeria
2287;javier.gil+ejercicio2287@nateevo.com;Rayo Vallecano
2288;javier.gil+ejercicio2288@nateevo.com;Cadiz
2289;javier.gil+ejercicio2289@nateevo.com;Las Palmas
2290;javier.gil+ejercicio2290@nateevo.com;Cadiz
2291;javier.gil+ejercicio2291@nateevo.com;Osasuna
2292;javier.gil+ejercicio2292@nateevo.com;Las Palmas
2293;javier.gil+ejercicio2293@nateevo.com;Real Madrid
2294;javier.gil+ejercicio2294@nateevo.com;Cadiz
2295;javier.gil+ejercicio2295@nateevo.com;Granada
2296;javier.gil+ejercicio2296@nateevo.com;Athletic Club
2297;javier.gil+ejercicio2297@nateevo.com;Villarreal
2298;javier.gil+ejercicio2298@nateevo.com;Granada
2299;javier.gil+ejercicio2299@nateevo.com;Valencia
2300;javier.gil+ejercicio2300@nateevo.com;Deportivo Alaves
2301;javier.gil+ejercicio2301@nateevo.com;Almeria
2302;javier.gil+ejercicio2302@nateevo.com;Almeria
2303;javier.gil+ejercicio2303@nateevo.com;Real Mallorca
2304;javier.gil+ejercicio2304@nateevo.com;Getafe
2305;javier.gil+ejercicio2305@nateevo.com;Athletic Club
2306;javier.gil+ejercicio2306@nateevo.com;Villarreal
2307;javier.gil+ejercicio2307@nateevo.com;Almeria
2308;javier.gil+ejercicio2308@nateevo.com;Granada
2309;javier.gil+ejercicio2309@nateevo.com;Osasuna
2310;javier.gil+ejercicio2310@nateevo.com;Getafe
2311;javier.gil+ejercicio2311@nateevo.com;Real Betis
2312;javier.gil+ejercicio2312@nateevo.com;Celta de Vigo
2313;javier.gil+ejercicio2313@nateevo.com;Girona
2314;javier.gil+ejercicio2314@nateevo.com;Cadiz
2315;javier.gil+ejercicio2315@nateevo.com;Real Madrid
2316;javier.gil+ejercicio2316@nateevo.com;Deportivo Alaves
2317;javier.gil+ejercicio2317@nateevo.com;Girona
2318;javier.gil+ejercicio2318@nateevo.com;Almeria
2319;javier.gil+ejercicio2319@nateevo.com;Villarreal
2320;javier.gil+ejercicio2320@nateevo.com;Rayo Vallecano
2321;javier.gil+ejercicio2321@nateevo.com;Osasuna
2322;javier.gil+ejercicio2322@nateevo.com;Celta de Vigo
2323;javier.gil+ejercicio2323@nateevo.com;Rayo Vallecano
2324;javier.gil+ejercicio2324@nateevo.com;Granada
2325;javier.gil+ejercicio2325@nateevo.com;Real Madrid
2326;javier.gil+ejercicio2326@nateevo.com;Real Madrid
2327;javier.gil+ejercicio2327@nateevo.com;Osasuna
2328;javier.gil+ejercicio2328@nateevo.com;Real Mallorca
